Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,code (product.metafields.custom.code),discount_value (product.metafields.custom.discount_value),gender (product.metafields.custom.gender),gender_list (product.metafields.custom.gender_list),type1 (product.metafields.custom.type1),type2 (product.metafields.custom.type2),type3 (product.metafields.custom.type3),with_images (product.metafields.custom.with_images),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
duck-cargo-pant-i034249-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,"CAMO DUCK, GREEN / PORPHYRY (GARMENT DYED)",,,30/32,,,,,I034249-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-AW-25-30-32-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-2700009878102,0.0,shopify,deny,manual,699.90,699.90,true,true,,,,,'2700009878102,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034249_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__2-01KFKGN9SVRKFD56DK0CAAPD7H.jpg?v=1769112069,3,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
duck-cargo-pant-i034249-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034249_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__3-01KFKGNE8HQA9H73N7076D9VAB.jpg?v=1769112069,4,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
duck-cargo-pant-i034249-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034249_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__4-01KFKGNGK8F061GHYNWKNMPC2K.jpg?v=1769112069,5,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
duck-cargo-pant-i034249-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034249_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__5-01KFKGNDM3A98P99BRMXVXYCM5.jpg?v=1769112069,6,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
duck-cargo-pant-i034249-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034249_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__6-01KFKGNE1ZTW4DVXG812JA3VJY.jpg?v=1769112070,7,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
madison-pack-socks-i034572-ash-heather-white-ash-heather-white-aw-25,Madison Pack Socks,,CARHARTT WIP,,"",with_images,true,color,ASH HEATHER / WHITE + ASH HEATHER / WHITE,,size,ONE SIZE,,,,,I034572-ASH-HEATHER-WHITE-ASH-HEATHER-WHITE-AW-25-ONE-SIZE-ASH-HEATHER-WHITE-ASH-HEATHER-WHITE-2700009950266,0.0,shopify,deny,manual,99.90,99.90,true,true,,,,,'2700009950266,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034572_ASH-HEATHER---WHITE-_-ASH-HEATHER---WHITE_0-01KFKGN64Y0HBZCJDHXT25ZVQ0.jpg?v=1769112039,1,Product image by Kixbox,false,,,I034572-ASH HEATHER / WHITE + ASH HEATHER / WHITE-AW-25,,,"Mens
Womens",,Hosiery,Accessories,TRUE,,,,,,kg,,,active
madison-pack-socks-i034572-ash-heather-white-ash-heather-white-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034572_ASH-HEATHER---WHITE-_-ASH-HEATHER---WHITE_1-01KFKGN89G8SRZ60PGV49PYHFR.jpg?v=1769112039,2,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,W' Brandon Single Knee Pant,,CARHARTT WIP,,"",with_images,true,size,S,,color,BLUE (RINSED),,,,,I034225-BLUE-RINSED-AW-25-S-BLUE-RINSED-2700009949444,0.0,shopify,deny,manual,499.90,499.90,true,true,,,,,'2700009949444,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__0-01KFKGMJX9ES093T6N4VZJMQNV.jpg?v=1769112076,1,Product image by Kixbox,false,,,I034225-BLUE (RINSED)-AW-25,,,Womens,Jeans (Loose fit),Pants,Bottoms,TRUE,,,,,,kg,,,active
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,,,,,,,,,L,,,BLUE (RINSED),,,,,I034225-BLUE-RINSED-AW-25-L-BLUE-RINSED-2700009949468,0.0,shopify,deny,manual,499.90,499.90,true,true,,,,,'2700009949468,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__1-01KFKGMVP9C4SXY51NAH1H2T7B.jpg?v=1769112076,2,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,,,,,,,,,XS,,,BLUE (RINSED),,,,,I034225-BLUE-RINSED-AW-25-XS-BLUE-RINSED-2700009949437,0.0,shopify,deny,manual,499.90,499.90,true,true,,,,,'2700009949437,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__2-01KFKGMVPBKJGKP3P2D3Y4PKX6.jpg?v=1769112076,3,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,,,,,,,,,M,,,BLUE (RINSED),,,,,I034225-BLUE-RINSED-AW-25-M-BLUE-RINSED-2700009949451,0.0,shopify,deny,manual,499.90,499.90,true,true,,,,,'2700009949451,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__3-01KFKGMWTEYXSQCHGYY3P2PT39.jpg?v=1769112076,4,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__4-01KFKGN3FQ11WWQKEN4K8FEP9Y.jpg?v=1769112076,5,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__5-01KFKGN0CSDDNVTV6G5FZQAMB3.jpg?v=1769112076,6,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__6-01KFKGN12MTSHGXDXMGF5656XP.jpg?v=1769112076,7,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-rinsed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_RINSED__7-01KFKGN9K7FRQ9TF6SE8JFWHPD.jpg?v=1769112076,8,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,W' Brandon Single Knee Pant,,CARHARTT WIP,,"",with_images,true,color,BLUE (WORN USED WASH),,size,M,,,,,I034225-BLUE-WORN-USED-WASH-AW-25-M-BLUE-WORN-USED-WASH-2700009949499,0.0,shopify,deny,manual,699.90,699.90,true,true,,,,,'2700009949499,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__0-01KFKGM43RCJ4Z06W1JHT0N04R.jpg?v=1769112136,1,Product image by Kixbox,false,,,I034225-BLUE (WORN USED WASH)-AW-25,,,Womens,Jeans (Loose fit),Pants,Bottoms,TRUE,,,,,,kg,,,active
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,,,,,,,,,BLUE (WORN USED WASH),,,XS,,,,,I034225-BLUE-WORN-USED-WASH-AW-25-XS-BLUE-WORN-USED-WASH-2700009949475,0.0,shopify,deny,manual,699.90,699.90,true,true,,,,,'2700009949475,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__1-01KFKGM43ST98YC06BCS2B6R6J.jpg?v=1769112136,2,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,,,,,,,,,BLUE (WORN USED WASH),,,S,,,,,I034225-BLUE-WORN-USED-WASH-AW-25-S-BLUE-WORN-USED-WASH-2700009949482,0.0,shopify,deny,manual,699.90,699.90,true,true,,,,,'2700009949482,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__2-01KFKGM8CJYHECMH8J2GM8QD3M.jpg?v=1769112136,3,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,,,,,,,,,BLUE (WORN USED WASH),,,L,,,,,I034225-BLUE-WORN-USED-WASH-AW-25-L-BLUE-WORN-USED-WASH-2700009949505,0.0,shopify,deny,manual,699.90,699.90,true,true,,,,,'2700009949505,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__3-01KFKGMFW796TPJFC10YN443KE.jpg?v=1769112136,4,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__4-01KFKGMPY1DNAN569CW6NJ4Y1W.jpg?v=1769112137,5,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__5-01KFKGMM4V8NWQF8R50NFZDB0R.jpg?v=1769112136,6,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__6-01KFKGMEQET8J8YPRQB054TM03.jpg?v=1769112136,7,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-brandon-single-knee-pant-i034225-blue-worn-used-wash-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034225_BLUE-_WORN-USED-WASH__7-01KFKGMG6F7NT83KXBETSNK2SZ.jpg?v=1769112136,8,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-s-s-verner-t-shirt-i033841-verner-stripe-black-wax-aw-25,W' S/S Verner T-Shirt,,CARHARTT WIP,,"",with_images,true,color,"VERNER STRIPE, BLACK / WAX",,size,S,,,,,I033841-VERNER-STRIPE-BLACK-WAX-AW-25-S-VERNER-STRIPE-BLACK-WAX-2700009948362,0.0,shopify,deny,manual,199.90,199.90,true,true,,,,,'2700009948362,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033841_VERNER-STRIPE-BLACK---WAX_0-01KFKGKRQXGJQA5ADC46KP4Z6C.jpg?v=1769112135,1,Product image by Kixbox,false,,,"I033841-VERNER STRIPE, BLACK / WAX-AW-25",,,Womens,T-shirt Short Sleeve,T-shirt,Light Knitwear,TRUE,,,,,,kg,,,active
w-s-s-verner-t-shirt-i033841-verner-stripe-black-wax-aw-25,,,,,,,,,"VERNER STRIPE, BLACK / WAX",,,XS,,,,,I033841-VERNER-STRIPE-BLACK-WAX-AW-25-XS-VERNER-STRIPE-BLACK-WAX-2700009948355,0.0,shopify,deny,manual,0.00,,true,true,,,,,'2700009948355,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033841_VERNER-STRIPE-BLACK---WAX_1-01KFKGKRR0JZY3AC3ZEJXQSC9J.jpg?v=1769112135,2,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-s-s-verner-t-shirt-i033841-verner-stripe-black-wax-aw-25,,,,,,,,,"VERNER STRIPE, BLACK / WAX",,,M,,,,,I033841-VERNER-STRIPE-BLACK-WAX-AW-25-M-VERNER-STRIPE-BLACK-WAX-2700009948379,0.0,shopify,deny,manual,0.00,,true,true,,,,,'2700009948379,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033841_VERNER-STRIPE-BLACK---WAX_2-01KFKGKX7105VZTKNJHVXJAYFK.jpg?v=1769112135,3,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-s-s-verner-t-shirt-i033841-verner-stripe-black-wax-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033841_VERNER-STRIPE-BLACK---WAX_3-01KFKGM53HWG48XK5RCKNQ5JP9.jpg?v=1769112135,4,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-s-s-verner-t-shirt-i033841-verner-stripe-black-wax-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033841_VERNER-STRIPE-BLACK---WAX_4-01KFKGM8PHEHHCH3KD9XTA7696.jpg?v=1769112136,5,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-s-s-verner-t-shirt-i033841-verner-stripe-black-wax-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033841_VERNER-STRIPE-BLACK---WAX_5-01KFKGM5PP9KH8VX87VRH0ANAV.jpg?v=1769112135,6,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-hooded-nelson-jacket-i033830-black-garment-dyed-aw-25,W' Hooded Nelson Jacket,,CARHARTT WIP,,"",with_images,true,color,BLACK (GARMENT DYED),,size,L,,,,,I033830-BLACK-GARMENT-DYED-AW-25-L-BLACK-GARMENT-DYED-2700009948348,0.0,shopify,deny,manual,659.90,659.90,true,true,,,,,'2700009948348,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033830_BLACK-_GARMENT-DYED__0-01KFKGKF86TX687MPWY4Y4WBQW.jpg?v=1769112075,1,Product image by Kixbox,false,,,I033830-BLACK (GARMENT DYED)-AW-25,,,Womens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,TRUE,,,,,,kg,,,active
w-hooded-nelson-jacket-i033830-black-garment-dyed-aw-25,,,,,,,,,BLACK (GARMENT DYED),,,S,,,,,I033830-BLACK-GARMENT-DYED-AW-25-S-BLACK-GARMENT-DYED-2700009948324,0.0,shopify,deny,manual,659.90,659.90,true,true,,,,,'2700009948324,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033830_BLACK-_GARMENT-DYED__1-01KFKGKF0KXQN8DN5JE8WVJG5Z.jpg?v=1769112074,2,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-hooded-nelson-jacket-i033830-black-garment-dyed-aw-25,,,,,,,,,BLACK (GARMENT DYED),,,M,,,,,I033830-BLACK-GARMENT-DYED-AW-25-M-BLACK-GARMENT-DYED-2700009948331,0.0,shopify,deny,manual,659.90,659.90,true,true,,,,,'2700009948331,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033830_BLACK-_GARMENT-DYED__2-01KFKGKM0CCVX24SE1YXK17A6J.jpg?v=1769112075,3,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-hooded-nelson-jacket-i033830-black-garment-dyed-aw-25,,,,,,,,,BLACK (GARMENT DYED),,,XS,,,,,I033830-BLACK-GARMENT-DYED-AW-25-XS-BLACK-GARMENT-DYED-2700009948317,0.0,shopify,deny,manual,659.90,659.90,true,true,,,,,'2700009948317,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033830_BLACK-_GARMENT-DYED__3-01KFKGKTMMCPXG7DJ0ENXPNQDE.jpg?v=1769112075,4,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
w-hooded-nelson-jacket-i033830-black-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033830_BLACK-_GARMENT-DYED__5-01KFKGKZBQXDE0BXHCWTWZB3PK.jpg?v=1769112075,5,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
w-hooded-nelson-jacket-i033830-black-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033830_BLACK-_GARMENT-DYED__6-01KFKGKV2D0PDY8372HDH6TCXX.jpg?v=1769112075,6,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
chase-sweat-pant-i033667-grey-heather-gold-aw-25,Chase Sweat Pant,,CARHARTT WIP,,"",with_images,true,size,M,,color,GREY HEATHER / GOLD,,,,,I033667-GREY-HEATHER-GOLD-AW-25-M-GREY-HEATHER-GOLD-2700009913124,0.0,shopify,deny,manual,429.90,429.90,true,true,,,,,'2700009913124,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033667_GREY-HEATHER---GOLD_0-01KFKGK7M89EF6E2RNCZNM80EY.jpg?v=1769112058,1,Product image by Kixbox,false,,,I033667-GREY HEATHER / GOLD-AW-25,,,Mens,Sweatpants,Pants,Bottoms,TRUE,,,,,,kg,,,active
chase-sweat-pant-i033667-grey-heather-gold-aw-25,,,,,,,,,L,,,GREY HEATHER / GOLD,,,,,I033667-GREY-HEATHER-GOLD-AW-25-L-GREY-HEATHER-GOLD-2700009913131,0.0,shopify,deny,manual,429.90,429.90,true,true,,,,,'2700009913131,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033667_GREY-HEATHER---GOLD_1-01KFKGK7MJF5AG7AAM0T30CEB7.jpg?v=1769112058,2,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
chase-sweat-pant-i033667-grey-heather-gold-aw-25,,,,,,,,,XL,,,GREY HEATHER / GOLD,,,,,I033667-GREY-HEATHER-GOLD-AW-25-XL-GREY-HEATHER-GOLD-2700009913148,0.0,shopify,deny,manual,429.90,429.90,true,true,,,,,'2700009913148,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033667_GREY-HEATHER---GOLD_2-01KFKGK6SB09GY0HG87KNMVQE9.jpg?v=1769112058,3,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
chase-sweat-pant-i033667-grey-heather-gold-aw-25,,,,,,,,,S,,,GREY HEATHER / GOLD,,,,,I033667-GREY-HEATHER-GOLD-AW-25-S-GREY-HEATHER-GOLD-2700009913117,0.0,shopify,deny,manual,429.90,429.90,true,true,,,,,'2700009913117,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033667_GREY-HEATHER---GOLD_3-01KFKGKBRM9HDBMNFMY8F0B0C9.jpg?v=1769112058,4,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
chase-sweat-pant-i033667-grey-heather-gold-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033667_GREY-HEATHER---GOLD_4-01KFKGKMMYVFQTEDM7MVKRQH49.jpg?v=1769112058,5,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
chase-sweat-pant-i033667-grey-heather-gold-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033667_GREY-HEATHER---GOLD_5-01KFKGKG37BBVATB4JAH0709TW.jpg?v=1769112058,6,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
chase-sweat-pant-i033667-grey-heather-gold-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033667_GREY-HEATHER---GOLD_6-01KFKGKGQY9K5BZDRA1QJMK3B6.jpg?v=1769112058,7,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
l-s-duck-shirt-i033769-camo-duck-green-porphyry-garment-dyed-aw-25,L/S Duck Shirt,,CARHARTT WIP,,"",with_images,true,size,S,,color,"CAMO DUCK, GREEN / PORPHYRY (GARMENT DYED)",,,,,I033769-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-AW-25-S-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-2700009874036,0.0,shopify,deny,manual,799.90,799.90,true,true,,,,,'2700009874036,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033769_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__0-01KFKGJRKS3NE454EVA8KYE6J3.jpg?v=1769112106,1,Product image by Kixbox,false,,,"I033769-CAMO DUCK, GREEN / PORPHYRY (GARMENT DYED)-AW-25",,,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,TRUE,,,,,,kg,,,active
l-s-duck-shirt-i033769-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,L,,,"CAMO DUCK, GREEN / PORPHYRY (GARMENT DYED)",,,,,I033769-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-AW-25-L-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-2700009874050,0.0,shopify,deny,manual,799.90,799.90,true,true,,,,,'2700009874050,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033769_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__1-01KFKGJRKVT56AJ9C7RZKS1M4X.jpg?v=1769112106,2,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
l-s-duck-shirt-i033769-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,XL,,,"CAMO DUCK, GREEN / PORPHYRY (GARMENT DYED)",,,,,I033769-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-AW-25-XL-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-2700009874067,0.0,shopify,deny,manual,799.90,799.90,true,true,,,,,'2700009874067,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033769_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__2-01KFKGJRKV8ND4MWXFT441JHRF.jpg?v=1769112107,3,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
l-s-duck-shirt-i033769-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,M,,,"CAMO DUCK, GREEN / PORPHYRY (GARMENT DYED)",,,,,I033769-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-AW-25-M-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-2700009874043,0.0,shopify,deny,manual,799.90,799.90,true,true,,,,,'2700009874043,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033769_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__3-01KFKGJSWV0FQZSTHZ4T807RWJ.jpg?v=1769112107,4,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
l-s-duck-shirt-i033769-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,XXL,,,"CAMO DUCK, GREEN / PORPHYRY (GARMENT DYED)",,,,,I033769-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-AW-25-XXL-CAMO-DUCK-GREEN-PORPHYRY-GARMENT-DYED-2700009874074,0.0,shopify,deny,manual,799.90,799.90,true,true,,,,,'2700009874074,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033769_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__4-01KFKGK39WEC4DZ619BD184Y5X.jpg?v=1769112107,5,Product image by Kixbox,,,,,,,,,,,,,,,,,kg,,,
l-s-duck-shirt-i033769-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033769_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__5-01KFKGKAPB2KF3BA3VW16FX0EX.jpg?v=1769112107,6,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
l-s-duck-shirt-i033769-camo-duck-green-porphyry-garment-dyed-aw-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I033769_CAMO-DUCK-GREEN---PORPHYRY-_GARMENT-DYED__6-01KFKGK88JZ7DTG345F42J3DXH.jpg?v=1769112106,7,Product image by Kixbox,,,,,,,,,,,,,,,,,,,,
